Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,Market_Type,Actual_ESG,Predicted_ESG,Error,Absolute_Error
Transportation,Asia,2015,2500.0,6.6,1866.9,,35.3,44.6,26.6,1429190.5,238198.4,4763968.2,Emerging,35.5,34.975071133989914,0.5249288660100859,0.5249288660100859
Transportation,Asia,2018,1219.9,8.0,1139.1,8.7,21.4,69.9,66.0,768698.5,128116.4,2562328.3,Emerging,52.5,53.163225001531856,-0.6632250015318562,0.6632250015318562
Finance,Africa,2017,1488.6,22.2,6532.7,-1.3,98.2,24.7,73.5,15255.5,7627.8,38138.8,Emerging,65.5,65.60805371193347,-0.10805371193346502,0.10805371193346502
Healthcare,Oceania,2019,7722.7,21.1,36382.6,13.0,56.3,29.2,74.7,622171.1,622171.1,1244342.3,Developed,53.4,53.6491678550093,-0.24916785500930416,0.24916785500930416
Healthcare,Asia,2021,7342.0,2.8,4284.7,3.6,36.8,74.0,66.9,691722.1,691722.1,1383444.2,Emerging,59.2,59.47135683065806,-0.27135683065805694,0.27135683065805694
Consumer Goods,Africa,2025,740.8,12.4,2150.2,4.8,86.4,57.1,64.2,88183.0,110228.7,440914.8,Emerging,69.3,69.33045826257248,-0.03045826257248052,0.03045826257248052
Healthcare,Europe,2025,1595.4,26.4,8025.8,-1.7,40.3,65.1,50.0,146393.1,146393.1,292786.2,Developed,51.8,50.9977409632288,0.802259036771197,0.802259036771197
Consumer Goods,Middle East,2023,6022.5,14.4,19587.6,-2.7,13.4,15.8,9.4,1332769.6,1665962.0,6663848.1,Emerging,12.9,12.229059365975314,0.6709406340246868,0.6709406340246868
Consumer Goods,Africa,2016,1298.2,19.7,6223.6,-2.6,60.7,51.1,39.0,201231.0,251538.8,1006155.1,Emerging,50.3,51.31886577989043,-1.018865779890433,1.018865779890433
Utilities,Latin America,2023,1473.4,10.1,1296.4,6.4,40.7,100.0,79.1,1078362.8,673976.7,10783627.6,Emerging,73.3,73.10447148781701,0.19552851218298883,0.19552851218298883
Transportation,Africa,2024,465.8,-7.8,692.5,2.4,38.5,69.6,23.3,260142.4,43357.1,867141.2,Emerging,43.8,46.22501808163055,-2.4250180816305544,2.4250180816305544
Utilities,North America,2020,451.0,3.1,121.4,-0.5,13.6,74.3,80.4,398536.1,249085.1,3985360.8,Developed,56.1,56.20245814316629,-0.1024581431662881,0.1024581431662881
Consumer Goods,North America,2025,3325.9,13.5,7717.9,-10.0,43.7,66.5,53.2,594538.4,743173.0,2972692.0,Developed,54.5,53.621675230716676,0.8783247692833243,0.8783247692833243
Consumer Goods,Asia,2025,5837.6,14.1,12058.7,4.0,34.8,79.2,48.0,1116625.4,1395781.8,5583127.1,Emerging,54.0,54.50392092267859,-0.5039209226785886,0.5039209226785886
Consumer Goods,North America,2023,1755.5,19.5,7050.2,8.9,40.8,91.8,66.9,321096.0,401370.0,1605480.2,Developed,66.5,66.67386695614964,-0.17386695614963799,0.17386695614963799
Healthcare,Latin America,2022,1102.8,20.2,2254.1,3.7,58.6,39.6,34.4,87080.4,87080.4,174160.8,Emerging,44.2,44.59684350660426,-0.39684350660425594,0.39684350660425594
Utilities,Europe,2016,1424.7,6.7,1019.3,-0.3,18.9,47.1,54.6,1217260.4,760787.7,12172604.0,Developed,40.2,41.592159199641976,-1.3921591996419735,1.3921591996419735
Energy,North America,2015,5608.5,13.0,13522.3,,12.3,78.1,84.7,6247444.9,1874233.5,62474449.3,Developed,58.4,59.44671213696181,-1.0467121369618084,1.0467121369618084
Finance,Middle East,2019,2893.7,26.3,10353.1,0.8,90.3,19.9,19.6,32868.5,16434.3,82171.3,Emerging,43.3,43.246440563199606,0.053559436800391325,0.053559436800391325
Retail,Europe,2020,1385.1,3.8,1202.3,-4.5,75.9,48.6,76.3,92601.8,46300.9,185203.6,Developed,66.9,67.55764026243368,-0.6576402624336737,0.6576402624336737
Manufacturing,Asia,2015,4680.5,18.0,7899.2,,36.0,45.4,58.7,1331137.8,1774850.4,22185629.4,Emerging,46.7,46.9922127994638,-0.2922127994637975,0.2922127994637975
Retail,Europe,2016,505.1,4.2,496.0,-14.2,26.5,84.6,39.1,51222.9,25611.4,102445.8,Developed,50.1,51.170078208618406,-1.0700782086184049,1.0700782086184049
Retail,North America,2025,853.3,2.8,312.8,-6.6,61.5,89.7,32.1,65667.6,32833.8,131335.2,Developed,61.1,61.9978558813101,-0.8978558813101003,0.8978558813101003
Technology,North America,2025,51770.7,10.8,121142.0,9.0,98.9,69.8,61.2,1314957.6,788974.5,2629915.2,Developed,76.6,76.50627746377548,0.09372253622451865,0.09372253622451865
Utilities,Middle East,2020,913.9,-1.6,1604.4,-3.8,38.3,17.3,30.9,681148.2,425717.6,6811482.4,Emerging,28.8,28.517484808060534,0.28251519193946706,0.28251519193946706
Healthcare,Oceania,2025,11371.6,36.7,78853.3,-2.7,44.1,49.9,89.5,1013756.1,1013756.1,2027512.3,Developed,61.2,61.11694508995561,0.08305491004439602,0.08305491004439602
Consumer Goods,North America,2015,1815.2,11.2,3933.5,,57.6,61.6,95.9,289387.2,361734.0,1446936.1,Developed,71.7,71.71280038642335,-0.012800386423350574,0.012800386423350574
Healthcare,Middle East,2021,824.6,18.0,2723.3,8.1,76.2,27.8,18.0,54977.8,54977.8,109955.5,Emerging,40.7,40.27320461892116,0.42679538107883985,0.42679538107883985
Transportation,North America,2025,3671.9,27.2,11815.0,13.9,48.1,92.7,83.5,1902223.8,317037.3,6340745.9,Developed,74.8,73.78243008515183,1.017569914848167,1.017569914848167
Consumer Goods,North America,2018,1407.2,13.8,2222.2,10.6,37.6,85.3,69.6,263556.0,329445.1,1317780.2,Developed,64.2,64.95160636359951,-0.7516063635995067,0.7516063635995067
Consumer Goods,Africa,2015,1803.3,4.6,1953.0,,52.7,34.0,32.1,299659.2,374574.0,1498296.1,Emerging,39.6,39.47210507763967,0.1278949223603334,0.1278949223603334
Retail,Africa,2025,1463.2,1.6,282.1,-2.0,41.3,87.5,58.8,133321.2,66660.6,266642.5,Emerging,62.5,61.89409088033074,0.6059091196692634,0.6059091196692634
Manufacturing,Middle East,2025,6162.4,29.3,31706.9,6.1,50.9,85.1,45.7,1559707.1,2079609.4,25995117.9,Emerging,60.6,60.92456585091615,-0.32456585091615153,0.32456585091615153
Energy,North America,2022,809.1,12.6,1963.7,-5.1,46.3,44.9,74.4,708738.3,212621.5,7087383.1,Developed,55.2,55.21998486680934,-0.019984866809338087,0.019984866809338087
Healthcare,North America,2023,2419.1,14.3,6661.8,7.8,45.0,57.4,76.2,214126.7,214126.7,428253.4,Developed,59.5,58.98243522753799,0.5175647724620092,0.5175647724620092
Manufacturing,Latin America,2025,801.6,10.8,1059.7,-3.7,12.1,58.3,76.1,268270.8,357694.4,4471179.4,Emerging,48.8,49.6664092737648,-0.8664092737648019,0.8664092737648019
Energy,Oceania,2018,8190.8,15.8,12390.7,3.6,49.3,72.3,89.9,7003417.6,2101025.3,70034176.2,Developed,70.5,70.98228482753753,-0.48228482753752644,0.48228482753752644
Healthcare,Oceania,2019,5421.6,1.3,1267.0,1.9,78.5,39.0,45.7,352693.8,352693.8,705387.6,Developed,54.4,53.26940707313016,1.1305929268698378,1.1305929268698378
Energy,Oceania,2018,6634.5,6.3,5629.7,10.7,23.2,88.8,45.0,6883262.9,2064978.9,68832629.5,Developed,52.3,52.82135770778777,-0.5213577077877716,0.5213577077877716
Retail,Latin America,2025,7401.1,-0.3,8972.8,6.6,43.8,39.1,78.6,661335.4,330667.7,1322670.7,Emerging,53.8,54.06795753907368,-0.26795753907368436,0.26795753907368436
Consumer Goods,Oceania,2025,2475.3,1.1,398.9,16.2,72.1,95.4,28.6,344039.9,430049.9,1720199.6,Developed,65.4,64.88635281317134,0.5136471868286634,0.5136471868286634
Manufacturing,Africa,2025,7945.7,12.3,8971.5,8.6,56.8,9.0,34.9,1911881.2,2549174.9,31864686.0,Emerging,33.6,33.48729887597636,0.11270112402364418,0.11270112402364418
Healthcare,Oceania,2022,10129.2,18.7,19430.0,7.1,65.2,32.2,76.6,753114.8,753114.8,1506229.5,Developed,58.0,58.56274406017413,-0.5627440601741327,0.5627440601741327
Retail,Middle East,2022,685.4,3.2,546.5,-11.8,83.6,34.0,14.9,42154.4,21077.2,84308.8,Emerging,44.2,44.322996390209546,-0.12299639020954345,0.12299639020954345
Retail,Asia,2020,1249.7,13.1,2064.8,3.3,37.8,88.1,78.5,116934.7,58467.4,233869.4,Emerging,68.1,67.26491899897265,0.8350810010273477,0.8350810010273477
Finance,Africa,2019,15715.2,10.3,30756.7,2.2,86.3,74.9,14.2,187342.7,93671.3,468356.6,Emerging,58.5,58.21643054569579,0.28356945430420666,0.28356945430420666
Finance,Africa,2016,15841.7,4.8,14696.5,3.3,83.3,75.0,18.2,195501.0,97750.5,488752.5,Emerging,58.8,58.93458065820472,-0.13458065820472598,0.13458065820472598
Utilities,North America,2018,720.9,10.0,776.0,7.7,24.3,64.9,84.6,593967.3,371229.5,5939672.6,Developed,58.0,57.81290057657611,0.18709942342388786,0.18709942342388786
Consumer Goods,Oceania,2025,787.9,2.5,435.8,-2.0,50.1,79.8,68.1,133840.0,167300.0,669199.8,Developed,66.0,64.94522468486544,1.0547753151345631,1.0547753151345631
Manufacturing,Asia,2018,303.5,2.1,54.6,18.1,25.3,28.3,48.2,93173.6,124231.5,1552894.1,Emerging,33.9,34.90799441902662,-1.0079944190266232,1.0079944190266232
Healthcare,Latin America,2016,1201.8,12.7,3064.6,6.7,61.1,54.6,42.6,92795.7,92795.7,185591.4,Emerging,52.8,52.69850795164751,0.10149204835249037,0.10149204835249037
Energy,Africa,2020,1985.8,21.1,6691.5,-3.6,70.6,45.8,27.8,1401517.0,420455.1,14015169.6,Emerging,48.1,48.24247812552676,-0.14247812552675754,0.14247812552675754
Manufacturing,Middle East,2021,2582.0,11.4,4700.1,2.9,44.3,34.2,26.1,689458.7,919278.3,11490978.9,Emerging,34.9,34.013379068686675,0.886620931313324,0.886620931313324
Finance,Middle East,2015,3944.8,10.0,3942.6,,45.0,50.5,56.5,69822.3,34911.1,174555.7,Emerging,50.7,51.552518105638995,-0.8525181056389926,0.8525181056389926
Energy,Africa,2025,392.1,22.3,1287.1,-15.7,31.0,46.4,6.5,385416.1,115624.8,3854161.4,Emerging,28.0,27.582217853958205,0.41778214604179453,0.41778214604179453
Energy,Latin America,2017,1805.5,-15.2,5313.1,-1.8,45.6,68.1,15.8,1590567.6,477170.3,15905676.2,Emerging,43.2,43.27312048638556,-0.07312048638555524,0.07312048638555524
Utilities,North America,2021,844.7,9.1,908.9,0.7,73.1,76.5,96.4,465176.4,290735.3,4651764.0,Developed,82.0,82.53886533572894,-0.5388653357289428,0.5388653357289428
Transportation,Asia,2017,491.1,1.8,121.5,13.1,11.1,43.8,68.4,330776.1,55129.4,1102587.1,Emerging,41.1,40.695064016390496,0.404935983609505,0.404935983609505
Energy,Africa,2023,6323.2,-10.3,15729.7,-3.1,21.5,38.3,29.0,6634119.2,1990235.8,66341192.1,Emerging,29.6,29.325892842871163,0.2741071571288387,0.2741071571288387
Technology,Oceania,2015,1305.1,24.9,8990.4,,79.9,97.4,82.9,41801.7,25081.0,83603.4,Developed,86.7,86.03937915199526,0.66062084800474,0.66062084800474
Energy,Middle East,2016,6006.3,-14.4,12988.2,-3.6,33.9,29.2,37.6,5783348.9,1735004.7,57833488.7,Emerging,33.6,33.75017016745449,-0.1501701674544904,0.1501701674544904
Transportation,Latin America,2016,799.7,0.8,70.4,-3.0,25.7,57.4,23.2,489525.2,81587.5,1631750.8,Emerging,35.4,35.710765654577905,-0.3107656545779065,0.3107656545779065
Consumer Goods,Europe,2020,12221.5,14.7,39844.8,18.7,73.2,48.9,98.8,1680798.8,2100998.5,8403994.0,Developed,73.6,73.80838516667505,-0.20838516667505758,0.20838516667505758
Finance,Latin America,2019,30223.5,16.7,41046.2,-0.4,80.9,89.8,40.2,382861.2,191430.6,957153.1,Emerging,70.3,70.8722111471224,-0.5722111471224025,0.5722111471224025
Retail,Middle East,2023,786.2,3.1,549.6,14.7,86.6,35.2,16.1,46703.9,23351.9,93407.8,Emerging,46.0,45.81732536123548,0.18267463876451728,0.18267463876451728
Energy,Latin America,2017,13499.9,-5.2,10364.6,10.5,41.1,43.5,60.9,12319760.5,3695928.1,123197604.7,Emerging,48.5,48.13896172145203,0.3610382785479729,0.3610382785479729
Utilities,Europe,2018,1209.5,15.3,2000.8,-7.7,31.6,49.3,10.7,947226.4,592016.5,9472264.2,Developed,30.5,32.831418723638954,-2.3314187236389543,2.3314187236389543
Retail,Middle East,2016,1570.6,10.1,2232.7,8.5,69.0,93.4,13.3,112613.0,56306.5,225226.0,Emerging,58.5,58.27411968758205,0.22588031241794937,0.22588031241794937
Transportation,Latin America,2023,369.2,-2.1,654.8,-1.5,35.9,91.1,25.8,210148.6,35024.8,700495.4,Emerging,50.9,51.09884874123815,-0.19884874123815166,0.19884874123815166
Transportation,Oceania,2019,416.2,4.2,189.5,-6.1,17.4,41.8,28.3,269212.9,44868.8,897376.2,Developed,29.2,29.415325252482994,-0.2153252524829945,0.2153252524829945
Energy,Europe,2023,1119.0,29.3,2683.5,-12.8,58.3,45.2,69.8,886537.9,265961.4,8865378.6,Developed,57.7,58.17630162100569,-0.47630162100568896,0.47630162100568896
Healthcare,Oceania,2024,11283.7,22.0,37001.2,5.1,35.5,87.0,78.6,1073475.8,1073475.8,2146951.5,Developed,67.0,66.86528275593288,0.1347172440671187,0.1347172440671187
Healthcare,Middle East,2016,1277.8,23.6,4336.9,10.0,59.7,53.6,11.1,99935.3,99935.3,199870.6,Emerging,41.5,41.0706701869038,0.4293298130962029,0.4293298130962029
Utilities,Africa,2024,1135.9,10.5,1278.8,13.5,30.7,32.2,14.2,894908.8,559318.0,8949087.8,Emerging,25.7,25.708775588479806,-0.008775588479807084,0.008775588479807084
Transportation,Latin America,2019,437.2,4.4,201.7,-0.2,20.1,49.7,33.7,277968.8,46328.1,926562.8,Emerging,34.5,36.31958804883932,-1.8195880488393215,1.8195880488393215
Utilities,Europe,2015,1429.3,4.6,553.2,,19.9,48.2,55.0,1212873.9,758046.2,12128739.2,Developed,41.0,42.13784145911934,-1.1378414591193433,1.1378414591193433
Transportation,Europe,2023,4612.3,4.6,3664.5,31.8,22.8,51.4,74.6,2879342.3,479890.4,9597807.6,Developed,49.6,50.065266304855925,-0.46526630485592335,0.46526630485592335
Energy,Oceania,2019,61154.9,9.0,109209.6,21.4,26.5,66.0,85.4,62039950.8,18611985.3,620399508.5,Developed,59.3,59.016944317269505,0.28305568273049175,0.28305568273049175
Finance,Latin America,2018,30349.2,17.2,59874.4,2.6,83.7,92.3,39.7,372701.2,186350.6,931752.9,Emerging,71.9,71.9082482784482,-0.008248278448192536,0.008248278448192536
Technology,Oceania,2018,1534.7,16.4,8155.9,2.0,92.5,75.8,89.8,42409.4,25445.6,84818.8,Developed,86.0,86.97870656465875,-0.9787065646587507,0.9787065646587507
Manufacturing,Latin America,2024,1117.7,8.2,1649.5,2.3,53.0,54.5,52.3,278087.4,370783.2,4634789.8,Emerging,53.3,52.890563590637825,0.40943640936217207,0.40943640936217207
Consumer Goods,Africa,2017,949.4,11.4,1540.1,21.5,27.0,52.7,10.0,191956.4,239945.6,959782.2,Emerging,29.9,29.783476051366815,0.1165239486331835,0.1165239486331835
Retail,Oceania,2022,561.2,8.7,550.3,3.5,70.6,48.9,81.5,39604.3,19802.2,79208.7,Developed,67.0,67.03516407601393,-0.03516407601392757,0.03516407601392757
Manufacturing,North America,2025,7727.0,13.7,15421.0,14.1,23.1,89.4,51.7,2406765.8,3209021.0,40112762.6,Developed,54.8,55.10641854377558,-0.3064185437755853,0.3064185437755853
Transportation,Middle East,2024,748.4,-8.3,976.9,12.9,44.9,44.5,59.7,397680.4,66280.1,1325601.2,Emerging,49.7,49.689985826888304,0.010014173111699165,0.010014173111699165
Transportation,North America,2023,1363.9,5.6,1069.0,0.6,49.1,84.4,65.2,700531.8,116755.3,2335105.9,Developed,66.2,64.95255078836612,1.247449211633878,1.247449211633878
Consumer Goods,Asia,2022,2492.0,8.9,5303.8,-2.9,75.6,37.1,70.0,334483.6,418104.5,1672417.8,Emerging,60.9,61.192014588282284,-0.2920145882822851,0.2920145882822851
Energy,Oceania,2020,9165.1,8.8,8879.3,12.2,28.2,93.5,46.1,9191436.7,2757431.0,91914366.6,Developed,55.9,55.042090214007644,0.857909785992355,0.857909785992355
Finance,Africa,2018,681.6,14.4,1335.6,8.0,92.8,14.6,18.1,7504.0,3752.0,18760.0,Emerging,41.8,42.607866113357105,-0.8078661133571075,0.8078661133571075
Retail,Europe,2020,1973.8,10.5,2625.1,2.0,47.5,95.6,86.9,171171.0,85585.5,342341.9,Developed,76.7,76.14087777046458,0.5591222295354186,0.5591222295354186
Energy,North America,2021,2114.1,0.5,190.5,5.7,31.8,77.3,28.7,2066859.5,620057.8,20668594.9,Developed,45.9,46.10060535483768,-0.20060535483768405,0.20060535483768405
Transportation,Latin America,2020,572.4,9.3,1039.5,12.8,33.5,49.0,73.1,331615.2,55269.2,1105384.0,Emerging,51.9,51.643320919436064,0.2566790805639343,0.2566790805639343
Finance,Oceania,2016,1663.6,16.4,3656.1,3.9,72.7,79.1,48.0,22982.0,11491.0,57455.1,Developed,66.6,66.39635712295481,0.20364287704518347,0.20364287704518347
Healthcare,Oceania,2015,4947.2,7.8,4113.4,,73.3,49.2,30.8,339940.4,339940.4,679880.8,Developed,51.1,51.78710387976349,-0.687103879763491,0.687103879763491
Transportation,Africa,2015,753.9,-4.3,1011.7,,57.4,45.4,23.1,361174.7,60195.8,1203915.6,Emerging,42.0,43.3361523628813,-1.3361523628813003,1.3361523628813003
Utilities,North America,2016,970.9,13.9,1242.7,-6.6,4.7,86.7,99.6,906477.6,566548.5,9064775.7,Developed,63.7,64.3602184319428,-0.6602184319427948,0.6602184319427948
Transportation,Europe,2024,2185.3,-5.6,10271.8,-0.9,63.0,30.0,73.3,994930.0,165821.7,3316433.2,Developed,55.4,55.42212335031561,-0.02212335031560997,0.02212335031560997
Transportation,Europe,2023,2736.4,2.6,1399.3,-2.9,67.3,98.6,71.1,1197282.2,199547.0,3990940.7,Developed,79.0,78.49504459377177,0.504955406228234,0.504955406228234
Healthcare,North America,2022,723.5,18.1,2118.7,-1.1,47.8,76.1,64.2,62625.4,62625.4,125250.8,Developed,62.7,62.16352431934503,0.5364756806549735,0.5364756806549735
Technology,Middle East,2024,6029.2,31.1,63287.9,5.0,97.3,81.0,33.4,156403.8,93842.3,312807.7,Emerging,70.6,70.28373227578456,0.3162677242154359,0.3162677242154359
Utilities,Europe,2024,1552.8,8.9,1805.9,-7.5,42.9,48.9,74.4,1117903.6,698689.8,11179036.3,Developed,55.4,55.60294080741907,-0.2029408074190684,0.2029408074190684
Finance,Africa,2020,1525.3,23.1,2903.4,-3.3,100.0,66.6,1.4,15253.2,7626.6,38132.9,Emerging,56.0,55.99979682206961,0.00020317793038771015,0.00020317793038771015
Technology,Oceania,2019,44862.3,9.8,114754.7,2.8,88.5,71.2,48.0,1302258.6,781355.1,2604517.2,Developed,69.2,69.42731173346758,-0.22731173346757316,0.22731173346757316
Transportation,Europe,2024,4665.0,1.5,711.0,1.1,22.8,54.4,72.9,2911328.7,485221.4,9704429.0,Developed,50.0,50.00595525734587,-0.005955257345867437,0.005955257345867437
Manufacturing,North America,2023,6804.9,13.2,13160.7,10.3,48.3,76.1,57.0,1759554.2,2346072.3,29325903.5,Developed,60.4,60.16040869755784,0.23959130244215743,0.23959130244215743
Transportation,Africa,2019,555.5,15.7,983.3,-13.3,32.0,38.2,23.1,325255.4,54209.2,1084184.6,Emerging,31.1,30.272691702342424,0.8273082976575772,0.8273082976575772
Manufacturing,Asia,2024,1029.8,9.3,2057.9,-1.1,28.1,33.5,74.0,310031.0,413374.6,5167182.5,Emerging,45.2,47.387818546897556,-2.187818546897553,2.187818546897553
Consumer Goods,Asia,2024,1395.7,16.3,4020.3,-1.2,3.4,37.0,36.5,328360.4,410450.5,1641802.0,Emerging,25.7,25.757689743131174,-0.057689743131174254,0.057689743131174254
Retail,Middle East,2020,4391.8,9.9,9149.9,13.2,45.9,21.8,8.5,386007.8,193003.9,772015.6,Emerging,25.4,25.109201958755335,0.29079804124466335,0.29079804124466335
Technology,Asia,2015,7161.7,11.3,24526.8,,99.9,55.4,59.6,179203.5,107522.1,358407.0,Emerging,71.6,70.93141340262675,0.668586597373249,0.668586597373249
Technology,Europe,2020,52686.1,27.3,287049.0,5.9,100.0,49.9,78.2,1317153.5,790292.1,2634307.0,Developed,76.1,76.06614913657572,0.03385086342427712,0.03385086342427712
Utilities,Oceania,2024,641.6,4.1,389.4,-10.6,38.9,68.1,86.0,475981.6,297488.5,4759816.4,Developed,64.3,64.36622099522927,-0.06622099522927272,0.06622099522927272
Finance,Middle East,2024,9256.3,20.0,26212.4,2.8,100.0,80.2,19.0,92563.2,46281.6,231408.0,Emerging,66.4,66.67458070963715,-0.2745807096371493,0.2745807096371493
Energy,Africa,2020,993.0,12.9,2134.6,-27.0,25.5,38.6,13.6,1014550.4,304365.1,10145504.4,Emerging,25.9,26.604678063729327,-0.7046780637293288,0.7046780637293288
Consumer Goods,Africa,2015,918.1,10.2,2249.6,,37.8,32.3,74.2,171754.8,214693.5,858774.0,Emerging,48.1,48.09102948692963,0.008970513070373443,0.008970513070373443
Transportation,Oceania,2018,603.8,-2.7,616.9,-8.7,35.9,86.8,71.3,343836.1,57306.0,1146120.4,Developed,64.6,64.96230632624487,-0.3623063262448767,0.3623063262448767
Transportation,Oceania,2024,925.2,4.8,770.4,1.0,24.4,97.4,26.5,571291.9,95215.3,1904306.4,Developed,49.4,48.763655665142224,0.6363443348577746,0.6363443348577746
Finance,Africa,2024,1198.7,22.0,3986.9,1.5,100.0,25.8,78.0,11986.9,5993.5,29967.3,Emerging,67.9,68.25238657698327,-0.3523865769832639,0.3523865769832639
Retail,Middle East,2024,1598.1,-0.2,3499.2,9.6,67.2,49.6,56.9,116575.1,58287.6,233150.3,Emerging,57.9,57.88591734150885,0.014082658491147981,0.014082658491147981
Consumer Goods,Latin America,2024,1106.3,0.4,81.9,-2.2,64.9,62.5,52.4,164983.7,206229.6,824918.4,Emerging,59.9,60.61270430358306,-0.7127043035830596,0.7127043035830596
Manufacturing,Latin America,2022,814.9,9.4,1570.7,14.5,15.1,56.2,75.8,267561.4,356748.5,4459356.2,Emerging,49.0,48.94779119564467,0.05220880435533104,0.05220880435533104
Technology,Asia,2019,1371.8,22.5,9786.3,-2.0,18.7,40.5,31.2,73355.2,44013.1,146710.3,Emerging,30.1,30.158377033711574,-0.058377033711572324,0.058377033711572324
Finance,Middle East,2018,2758.9,22.6,7367.6,8.1,75.8,18.7,41.8,36945.9,18472.9,92364.7,Emerging,45.4,45.13724028294001,0.2627597170599856,0.2627597170599856
Utilities,Asia,2017,999.4,12.6,1129.1,5.6,51.3,38.0,41.3,672147.8,420092.4,6721477.8,Emerging,43.5,43.730099810828484,-0.2300998108284844,0.2300998108284844
Technology,Africa,2021,5784.3,29.4,37578.6,-5.5,100.0,55.1,24.8,144607.6,86764.6,289215.2,Emerging,60.0,60.70371549994732,-0.7037154999473216,0.7037154999473216
Consumer Goods,Africa,2017,960.4,17.8,3565.5,15.8,36.7,32.6,71.2,181120.7,226400.9,905603.6,Emerging,46.8,46.87944488773393,-0.07944488773393488,0.07944488773393488
Consumer Goods,Africa,2016,1950.0,15.0,6215.5,2.8,20.3,45.9,21.1,412693.8,515867.3,2063469.2,Emerging,29.1,28.25837153274228,0.8416284672577206,0.8416284672577206
Utilities,Africa,2017,499.5,13.5,571.5,-5.0,45.9,86.9,56.9,351049.5,219405.9,3510494.7,Emerging,63.3,62.8496219942285,0.45037800577149767,0.45037800577149767
Healthcare,Europe,2022,40482.2,26.8,241827.3,15.6,100.0,83.8,81.1,2025128.0,2025128.0,4050256.0,Developed,88.3,89.12023630664899,-0.8202363066489937,0.8202363066489937
Finance,Europe,2025,3361.5,3.3,1066.1,9.7,87.0,80.0,68.2,39720.5,19860.3,99301.3,Developed,78.4,78.16386514079666,0.23613485920334654,0.23613485920334654
Utilities,Africa,2019,624.3,13.2,763.1,9.1,38.7,27.0,14.3,463966.1,289978.8,4639661.2,Emerging,26.7,26.686044236959184,0.013955763040815583,0.013955763040815583
Energy,Middle East,2025,9456.7,36.8,55981.8,22.4,14.5,75.8,31.9,10387255.9,3116176.8,103872559.4,Emerging,40.8,40.58609938192683,0.2139006180731684,0.2139006180731684
Transportation,Europe,2015,275.4,3.9,201.5,,41.3,67.9,90.4,150541.1,25090.2,501803.7,Developed,66.5,65.90780389736169,0.5921961026383116,0.5921961026383116
Manufacturing,Europe,2017,1992.8,7.6,2079.5,9.2,1.5,95.1,100.0,711131.1,948174.7,11852184.3,Developed,65.5,67.16027234227248,-1.6602723422724779,1.6602723422724779
Finance,Middle East,2017,13184.1,-1.2,25418.7,0.4,100.0,21.5,52.4,131840.8,65920.4,329602.1,Emerging,58.0,57.67296074038784,0.32703925961215674,0.32703925961215674
Transportation,Oceania,2020,3003.0,1.6,464.0,-3.5,32.9,77.3,57.2,1747311.4,291218.6,5824371.3,Developed,55.8,56.799506208044505,-0.9995062080445081,0.9995062080445081
Consumer Goods,Oceania,2016,1275.2,16.2,2583.3,-6.4,42.1,81.8,66.3,230823.0,288528.8,1154115.2,Developed,63.4,63.7969081821042,-0.3969081821041982,0.3969081821041982
Energy,Africa,2021,5443.8,-8.4,23571.6,-12.4,50.7,51.9,57.3,4599828.4,1379948.5,45998283.8,Emerging,53.3,53.59998439215339,-0.2999843921533909,0.2999843921533909
Utilities,Asia,2016,2811.0,13.1,3435.2,11.3,48.5,28.9,38.9,1935753.2,1209845.7,19357531.7,Emerging,38.8,39.309260379120644,-0.5092603791206471,0.5092603791206471
Manufacturing,Europe,2016,739.4,10.5,910.1,4.3,1.6,36.3,63.5,263683.3,351577.7,4394721.7,Developed,33.8,34.48971954781618,-0.6897195478161819,0.6897195478161819
Finance,Middle East,2023,2694.9,17.0,4477.1,6.5,90.0,32.6,32.5,30725.6,15362.8,76814.0,Emerging,51.7,51.85705937504028,-0.15705937504027645,0.15705937504027645
Transportation,Oceania,2019,255.3,-7.3,518.8,-0.5,66.2,13.7,7.2,112817.5,18802.9,376058.4,Developed,29.0,28.949945752568695,0.05005424743130504,0.05005424743130504
Energy,Latin America,2015,9886.9,8.1,14685.0,,24.9,43.5,51.2,10144044.3,3043213.3,101440443.3,Emerging,39.8,41.13394656829306,-1.3339465682930651,1.3339465682930651
Manufacturing,Latin America,2023,844.1,8.0,1158.9,3.6,9.0,59.6,76.3,287927.4,383903.2,4798789.7,Emerging,48.3,48.91396352808063,-0.6139635280806317,0.6139635280806317
Transportation,Asia,2024,1327.0,-0.1,5389.2,20.4,36.3,44.7,78.6,753137.1,125522.9,2510457.1,Emerging,53.2,52.990033221188824,0.20996677881117876,0.20996677881117876
Healthcare,North America,2025,710.2,17.0,1408.2,3.6,52.8,78.5,67.2,58962.0,58962.0,117924.0,Developed,66.2,65.9394552119338,0.2605447880661984,0.2605447880661984
Consumer Goods,Oceania,2019,1477.8,19.1,5056.6,-2.9,88.4,53.1,58.7,171753.4,214691.8,858767.1,Developed,66.8,66.3569003123496,0.44309968765040253,0.44309968765040253
Retail,Middle East,2020,458.4,10.2,648.7,8.9,11.0,34.0,9.6,51468.0,25734.0,102935.9,Emerging,18.2,18.507690944422038,-0.30769094442203837,0.30769094442203837
